id,region,state,locality,site_name,latitude,longitude,protection,popularity,length_sca,n_marinas_,size,marina_id,ocean_acce,land_acces,accessibil,Codigo_SIG,ANP,Region_1,Estado,Municipio,Zonificaci,Subzonific,nombre_1,Cate_DECRE,Cate_Mane,Area_km2,Categoria,Region_12,Estado_1,Municipi_1,Zonifica_1,Subzonif_1,ID_2,nombre_12,Cate_DEC_1,Cate_Man_1,Categori_1,Autoconsum,Comercial,Deportiva,Riberena,Pesca,Buceo,id_3
"734",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,RADA_NOROESTE,29.123066000000001,-118.271722999999994,Into MPA,"1","0.515359081","0","1","95","0.515359081","1.25","0.644198851",1.1.05.157,Isla Guadalupe,Península de Baja California y Pacífico Norte,Baja California,Frente a la costa de la península de Baja California,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Aguas Circundantes de la Isla Guadalupe,RB,RB,4575.98216085000,Zona de Amortiguamiento,Península de Baja California y Pacífico Norte,Baja California,Frente a la costa de la Península de Baja California,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,21.02000000000,Aguas Circundantes de la Isla Guadalupe,RB,RB,Zona de Amortiguamiento,SI,SI,SI,ND,SI,NO,2
"3",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,85_FT_REEF,32.377320910000002,-117.207327199999995,Into MPA,"4","2.255751669","0.172413793","2","36","2.428165463","7.5","18.21124097",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"54",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,BAJO_SAN_MIGIEL,31.842316000000000,-116.779533999999998,Into MPA,"1","2.42072462","0.862068966","3","46","3.282793585","8.125","26.67269788",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"142",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,CASINO_POINT,32.390303060000001,-117.238599199999996,Into MPA,"5","2.125893036","0.172413793","2","36","2.298306829","7.5","17.23730122",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"181",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,CORONADO_NORTE,32.437966179999997,-117.265307600000000,Into MPA,"7","1.974312897","0.172413793","2","36","2.14672669","7.5","16.10045018",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"185",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,CORONADOS_REEF,32.377583330000000,-117.207300000000004,Into MPA,"2","2.255751669","0.172413793","2","36","2.428165463","7.5","18.21124097",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"328",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_TODOS_SANTOS,31.798639999999999,-116.789637999999997,Into MPA,"2","2.221003163","0.862068966","3","46","3.083072128","8.125","25.04996104",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"427",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,MIDDLE_CORONADO,32.417890000000000,-117.259238999999994,Into MPA,"3","2.012497428","0.172413793","2","36","2.184911221","7.5","16.38683416",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"428",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,MIDDLE_ROCK,32.422666669999998,-117.261899999999997,Into MPA,"1","2.005770023","0.172413793","2","36","2.178183816","7.5","16.33637862",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"493",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,OSCAR'S_HOLE,32.424341269999999,-117.265354000000002,Into MPA,"3","1.993618396","0.172413793","2","36","2.166032189","7.5","16.24524142",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"565",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,PUERTO_CUEVA,32.413897880000000,-117.241926899999996,Into MPA,"6","2.072017809","0.172413793","2","36","2.244431602","7.5","16.83323701",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"733",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,QUEENS_POINT,32.419479639999999,-117.251951199999993,Into MPA,"3","2.037922822","0.172413793","2","36","2.210336615","7.5","16.57752462",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"800",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,SEAL_COVE,32.407241579999997,-117.248479099999997,Into MPA,"3","2.059558528","0.172413793","2","36","2.231972321","7.5","16.73979241",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"809",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SOUTH_CORONADO_ISLAND,32.389916669999998,-117.239149999999995,Into MPA,"1","2.110895862","0.172413793","2","36","2.283309655","7.5","17.12482241",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"823",Northwest Mexico,BAJA_CALIFORNIA,TIJUANA,THE_GAP,32.419161789999997,-117.264004700000001,Into MPA,"3","2.000201215","0.172413793","2","36","2.172615008","7.5","16.29461256",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,3
"10",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,AGUA_DULCE,31.547472559999999,-116.691375100000002,Not protected,"1","2.095181164","0.172413793","0","94","2.267594957","4.375","9.920727939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"41",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ARRECIFE_SAN_MIGUEL,31.905882999999999,-116.753360000000001,Not protected,"1","2.807000268","0.862068966","3","46","3.669069234","8.125","29.81118752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"96",Northwest Mexico,BAJA_CALIFORNIA,ROSARITO,BUQUE_URIBE_121,32.222265000000000,-116.933426999999995,Not protected,"1","2.029162922","0.344827586","3","42","2.373990508","4.375","10.38620847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"114",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,CAMPO_7,31.751767000000001,-116.716651999999996,Not protected,"1","2.39275662","0.689655172","0","94","3.082411793","4.375","13.48555159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"115",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,CAMPO_KENNEDY,31.704328000000000,-116.693458000000007,Not protected,"1","3.773377255","0.689655172","0","94","4.463032428","4.375","19.52576687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"230",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ENSENADA,31.858536999999998,-116.624527999999998,Not protected,"1","4.166046556","0.689655172","3","5","4.855701728","8.75","42.48739012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"360",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,LA_BUFADORA,31.723842439999999,-116.739504100000005,Not protected,"5","2.689402762","0.689655172","0","94","3.379057934","4.375","14.78337846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"421",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,MARISOL,31.916168890000002,-116.763351299999997,Not protected,"1","2.668352304","0.862068966","3","46","3.530421269","8.125","28.68467281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"434",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,MOLOKAY,31.811679999999999,-116.662368999999998,Not protected,"1","2.721400294","0.689655172","3","21","3.411055466","7.5","25.582916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"523",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PIEDRA_DE_AGUILA,31.750343999999998,-116.743531000000004,Not protected,"1","2.511654439","0.689655172","0","94","3.201309611","4.375","14.00572955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"539",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PLAYA_ENSENADA,31.852122999999999,-116.619291000000004,Not protected,"1","3.639164541","0.689655172","3","5","4.328819714","8.75","37.87717249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"560",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PRIMO_TAPIA,32.156114899999999,-116.915507599999998,Not protected,"1","2.299850137","0.344827586","3","42","2.644677723","4.375","11.57046504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"585",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_BANDA,31.750080730000001,-116.733549699999998,Not protected,"2","2.500585035","0.689655172","0","94","3.190240208","4.375","13.95730091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"625",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_EL_DESCANSO,32.259886940000001,-117.048923099999996,Not protected,"1","2.25183687","0.172413793","2","36","2.424250663","7.5","18.18187997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"688",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_REEF,31.582943990000000,-116.702127099999998,Not protected,"1","2.22959407","0.172413793","0","94","2.402007863","4.375","10.5087844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"695",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SALSIPUEDES,31.979120999999999,-116.841637000000006,Not protected,"3","3.530485952","0.689655172","1","75","4.220141124","3.75","15.82552922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"704",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SAN_JOSE,31.450650350000000,-116.630223200000003,Not protected,"1","1.79366802","0","0","94","1.79366802","4.375","7.847297588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"710",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SAN_TOM?S,31.559639239999999,-116.715117199999995,Not protected,"1","2.119816541","0.172413793","0","94","2.292230334","4.375","10.02850771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"747",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ROCA_DEL_MERO,31.541172000000000,-116.678106999999997,Not protected,"1","2.07845611","0.172413793","0","94","2.250869903","4.375","9.847555826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"807",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SOLEDAD,31.548824000000000,-116.705560000000006,Not protected,"1","2.09606771","0.172413793","0","94","2.268481503","4.375","9.924606576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"822",Northwest Mexico,BAJA_CALIFORNIA,ROSARITO,TERRON_DE_AZUCAR,32.221400000000003,-116.957999999999998,Not protected,"2","2.006040036","0.344827586","3","42","2.350867622","4.375","10.28504585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"834",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,TRES_HERMANAS,31.729934000000000,-116.680681000000007,Not protected,"1","2.168531609","0.689655172","3","21","2.858186781","7.5","21.43640086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"53",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,BAJO_SAN_JOSE,31.404075580000001,-116.564388699999995,Not protected,"1","1.668178918","0","0","94","1.668178918","4.375","7.298282766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"106",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,CALAVERA,31.349749580000001,-116.497075199999998,Not protected,"1","1.554781293","0","0","94","1.554781293","4.375","6.802168159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"766",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_ANTONIO_DEL_MAR,31.074859700000001,-116.366156200000006,Not protected,"1","1.232479641","0","0","94","1.232479641","4.375","5.392098429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"789",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_TELMO,30.941452540000000,-116.349514999999997,Not protected,"1","1.289629708","0","1","95","1.289629708","1.25","1.612037135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"323",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_SAN_MARTIN,30.483277000000001,-116.099193999999997,Into MPA,"5","2.191502181","0.172413793","1","95","2.363915974","1.25","2.954894968",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,5
"320",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_SAN_GERONIMO,29.786587000000001,-115.788492000000005,Into MPA,"4","2.330978664","0.172413793","2","96","2.503392457","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,6
"758",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ROSARIO,29.781209000000000,-115.798357999999993,Into MPA,"3","2.298695478","0.172413793","2","96","2.471109271","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,6
"40",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ARRECIFE_SACRAMENTO,30.070567000000000,-115.842034999999996,Not protected,"1","1.609087536","0","2","96","1.609087536","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"86",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,BOCANA,29.976862510000000,-115.819873599999994,Not protected,"1","1.790492409","0","2","96","1.790492409","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"102",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,CABO_SAN_QUINTIN,30.351721009999999,-116.010050500000006,Not protected,"1","2.36408831","0.172413793","1","95","2.536502103","1.25","3.170627629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"578",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_BAJA,29.945429770000001,-115.816513400000005,Not protected,"1","1.867985553","0","2","96","1.867985553","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"696",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SAN_ANTONIO,29.753962560000002,-115.701818900000006,Not protected,"1","3.442375726","0.172413793","2","96","3.614789519","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"700",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SAN_CARLOS,29.612592090000000,-115.501779900000002,Not protected,"2","1.898108827","0","2","96","1.898108827","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"701",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SAN_FERNANDO,29.691768110000002,-115.621571799999998,Not protected,"1","2.453606288","0.172413793","2","96","2.626020081","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"173",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,COLORADA,28.153706130000000,-115.361912000000004,Into MPA,"1","1.827235635","0.172413793","2","37","1.999649428","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,7
"402",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,LOS_CRESTONES,28.300100489999998,-115.306033600000006,Into MPA,"1","1.551435653","0","2","37","1.551435653","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,7
"764",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_AGUSTIN,28.066895830000000,-115.321514100000002,Into MPA,"1","2.148640051","0.172413793","2","37","2.321053844","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,7
"768",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_BENITO,28.300540999999999,-115.578215999999998,Into MPA,"1","1.473058537","0","2","37","1.473058537","0","0",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,7
"754",Northwest Mexico,BAJA_CALIFORNIA SUR,COMONDU,ROCAS_ALIJOS,24.957847999999998,-115.749174999999994,Into MPA,"1","0.503535025","0","1","109","0.503535025","0.625","0.31470939",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,8
"300",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_EL_MUERTO,30.102482200000001,-114.538922600000006,Not protected,"1","1.045215404","0","3","79","1.045215404","5","5.226077018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"301",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_ENCANTADA,30.021477489999999,-114.452778800000004,Not protected,"1","0.987844322","0","3","79","0.987844322","5","4.939221612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"308",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_LOBOS,30.048964550000001,-114.474580799999998,Not protected,"1","1.006348523","0","3","79","1.006348523","5","5.031742614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"322",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_SAN_LUIS,29.987101859999999,-114.411183100000002,Not protected,"1","0.964649782","0","3","79","0.964649782","5","4.823248908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"563",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUERTECITOS,30.229250879999999,-114.602140700000007,Not protected,"1","1.135517333","0","3","79","1.135517333","5","5.677586665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"785",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_LUIS_GONZAGA,29.812355000000000,-114.374312000000003,Not protected,"2","0.923298517","0","2","140","0.923298517","5","4.616492584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
"289",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,ISLA_ADELAIDA,28.670952119999999,-114.279772699999995,Into MPA,"1","2.790195866","0.172413793","2","98","2.962609659","1.25","3.703262074",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,10
"713",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_SANTA_ROSALIA,28.654269299999999,-114.282489999999996,Into MPA,"1","2.874744162","0.172413793","2","98","3.047157955","1.25","3.808947443",,Islas del Pacifico de la Peninsula de Baja California,,,,,,,,,0.00000000000,Zona de Amortiguamento,,,,,,0.00000000000,,,,,,,,,,,10
"588",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_BLANCO,29.098926590000001,-114.709112000000005,Not protected,"1","1.435585698","0","0","97","1.435585698","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"593",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_CAMACHO,29.443750410000000,-115.206844599999997,Not protected,"1","2.442492452","0.172413793","0","97","2.614906245","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"599",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_CANOAS,29.434469629999999,-115.201099200000002,Not protected,"1","2.501333612","0.172413793","0","97","2.673747405","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"612",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_CONO,28.962990659999999,-114.588941700000007,Not protected,"1","1.503284406","0","2","98","1.503284406","1.25","1.879105508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"619",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_DE_ENMEDIO,29.405426980000001,-115.126969500000001,Not protected,"1","3.397045683","0.172413793","0","97","3.569459476","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"646",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_LOBERA,29.413510590000001,-115.157250800000000,Not protected,"1","2.974167168","0.172413793","0","97","3.146580962","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"654",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,PUNTA_MARIA,28.922994910000000,-114.541356899999997,Not protected,"1","1.585520545","0","2","98","1.585520545","1.25","1.981900681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"777",Northwest Mexico,BAJA_CALIFORNIA,ENSENADA,SAN_JOSE_DEL_FARO,29.279720460000000,-114.878765299999998,Not protected,"1","1.779405691","0","0","97","1.779405691","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
